,context,ut,bt,bt_plus_1,diff,related_placeholders
53," A:Hi there. How are you? B:I'm doing well. I was wondering if you had any movie recommendations. A:Let me see. Well, what kind of movies do you usually find yourself watching? What do you like? B:I tend to like [MOVIE_GENRE_0] movies that also involve [MOVIE_GENRE_1] A:Oh, me too. So, what did you see last that you liked? B:I really liked [MOVIE_TITLE_0] because I liked the pacing and the effects were great. A:Okay, I think I kind of understand your taste a little. It's sort of similar to mine, although I haven't seen an [MOVIE_GENRE_0] hero movie in a while. Did you like [MOVIE_TITLE_1]? B:No, I haven't, but I heard good things about it. A:Oh, I was assuming that you'd seen it. I saw that with my son and I was surprised at how much I liked it.",Were you able to see the sequel for it?,[],[],[],"['[MOVIE_GENRE_1]', '[MOVIE_P_ACTOR_0]']"
54," A:Hi there. How are you? B:I'm doing well. I was wondering if you had any movie recommendations. A:Let me see. Well, what kind of movies do you usually find yourself watching? What do you like? B:I tend to like [MOVIE_GENRE_0] movies that also involve [MOVIE_GENRE_1] A:Oh, me too. So, what did you see last that you liked? B:I really liked [MOVIE_TITLE_0] because I liked the pacing and the effects were great. A:Okay, I think I kind of understand your taste a little. It's sort of similar to mine, although I haven't seen an [MOVIE_GENRE_0] hero movie in a while. Did you like [MOVIE_TITLE_1]? B:No, I haven't, but I heard good things about it. A:Oh, I was assuming that you'd seen it. I saw that with my son and I was surprised at how much I liked it. B:Were you able to see the sequel for it? A:No, but I would like to. I would really recommend that. I don't know if you know who [MOVIE_P_ACTOR_0] but he's a keeper. He was on Parks & Rec, the [MOVIE_GENRE_1] show.",I love [MOVIE_P_ACTOR_0]! I accept your recommendation. Thank you so much.,[],[],[],[]
55," A:Hi there. How are you? B:I'm doing well. I was wondering if you had any movie recommendations. A:Let me see. Well, what kind of movies do you usually find yourself watching? What do you like? B:I tend to like [MOVIE_GENRE_0] movies that also involve [MOVIE_GENRE_1] A:Oh, me too. So, what did you see last that you liked? B:I really liked [MOVIE_TITLE_0] because I liked the pacing and the effects were great. A:Okay, I think I kind of understand your taste a little. It's sort of similar to mine, although I haven't seen an [MOVIE_GENRE_0] hero movie in a while. Did you like [MOVIE_TITLE_1]? B:No, I haven't, but I heard good things about it. A:Oh, I was assuming that you'd seen it. I saw that with my son and I was surprised at how much I liked it. B:Were you able to see the sequel for it? A:No, but I would like to. I would really recommend that. I don't know if you know who [MOVIE_P_ACTOR_0] but he's a keeper. He was on Parks & Rec, the [MOVIE_GENRE_1] show. B:I love [MOVIE_P_ACTOR_0]! I accept your recommendation. Thank you so much. A::) oh, I'm so happy. Cool. I hope you like it.",Do you have any other recommendations for [MOVIE_GENRE_0] movies?,[],[],[],[]
56, A:Hi! I hope I can find a movie you would really like to see.,What movie do you recommend?,[],[],[],[]
57, A:Hi! I hope I can find a movie you would really like to see. B:What movie do you recommend? A:I have some good recommendations but I was wondering what genre you like enjoy the most?,"I like [MOVIE_GENRE_0] and [MOVIE_GENRE_1] mostly, and things with a good cinematography, though i Gotta be in the mood for it","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_2]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_2]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_2]', '[MOVIE_TITLE_0]', '[MOVIE_GENRE_1]']"
58," A:Hi! I hope I can find a movie you would really like to see. B:What movie do you recommend? A:I have some good recommendations but I was wondering what genre you like enjoy the most? B:I like [MOVIE_GENRE_0] and [MOVIE_GENRE_1] mostly, and things with a good cinematography, though i Gotta be in the mood for it A:Have you seen the movie [MOVIE_TITLE_0] yet? It is a little bit of a mix of [MOVIE_GENRE_1] [MOVIE_GENRE_2] and [MOVIE_GENRE_0] B:No I haven't, what's it about? A:It's about [MOVIE_PLOT] B:Ahhhh interesting, is it like a laugh-out-loud [MOVIE_GENRE_1] or like a quiet chuckle? A:A lot of it is laugh out loud, but it is also a make you want to see what happens next kind of movie.",Who stars in it?,"['[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_2]']","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_2]']",[],"['[MOVIE_P_ACTOR_1]', '[MOVIE_P_ACTOR_2]', '[MOVIE_P_ACTOR_0]']"
59, A:Hello,"Hi, I would like to get some movie recommendations",[],[],[],[]
60," A:Hello B:Hi, I would like to get some movie recommendations A:Ok, tell me what type of movies do you like to watch and in what genre.",I love [MOVIE_GENRE_0] movies.,['[MOVIE_GENRE_0]'],"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]']
61," A:Hello B:Hi, I would like to get some movie recommendations A:Ok, tell me what type of movies do you like to watch and in what genre. B:I love [MOVIE_GENRE_0] movies. A:[MOVIE_GENRE_0] movies are always good to watch have you seen any movies lately.",I've seen all the Marvel Cinamanic Universe movies (MCU) and last night I saw [MOVIE_TITLE_0],"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]']",[],['[MOVIE_GENRE_1]']
62," A:Hello B:Hi, I would like to get some movie recommendations A:Ok, tell me what type of movies do you like to watch and in what genre. B:I love [MOVIE_GENRE_0] movies. A:[MOVIE_GENRE_0] movies are always good to watch have you seen any movies lately. B:I've seen all the Marvel Cinamanic Universe movies (MCU) and last night I saw [MOVIE_TITLE_0] A:I have seen Shazam too it was really good and had a bit of [MOVIE_GENRE_1] added to it I especially like how much trouble he got into while testing out his powers.","I loved the [MOVIE_GENRE_1] part of it too. I usually don't like DC movies because they lack humor, but this movie had that.","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]']",['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]']
63, A:Hello I am looking for a movie trailer to decide if I want to see the movie. Can you assist?,Actually I was looking for a movie. Can you assist me by any chance?,[],[],[],[]
64, A:Hello I am looking for a movie trailer to decide if I want to see the movie. Can you assist? B:Actually I was looking for a movie. Can you assist me by any chance? A:will do my best..do you like tom hanks? B:I like [MOVIE_P_ACTOR_0] lot. A:What was the last movie of his did you see?,Its been a while but I did see [MOVIE_TITLE_0] I think it came out last year,['[MOVIE_P_ACTOR_0]'],['[MOVIE_P_ACTOR_0]'],[],['[MOVIE_TITLE_1]']
65," A:Hello I am looking for a movie trailer to decide if I want to see the movie. Can you assist? B:Actually I was looking for a movie. Can you assist me by any chance? A:will do my best..do you like tom hanks? B:I like [MOVIE_P_ACTOR_0] lot. A:What was the last movie of his did you see? B:Its been a while but I did see [MOVIE_TITLE_0] I think it came out last year A:Seems I recall that one, how about [MOVIE_TITLE_1]",I loved [MOVIE_TITLE_1] That was a true classic and it never gets old.,['[MOVIE_P_ACTOR_0]'],['[MOVIE_P_ACTOR_0]'],[],['[MOVIE_TITLE_2]']
66," A:Hello I am looking for a movie trailer to decide if I want to see the movie. Can you assist? B:Actually I was looking for a movie. Can you assist me by any chance? A:will do my best..do you like tom hanks? B:I like [MOVIE_P_ACTOR_0] lot. A:What was the last movie of his did you see? B:Its been a while but I did see [MOVIE_TITLE_0] I think it came out last year A:Seems I recall that one, how about [MOVIE_TITLE_1] B:I loved [MOVIE_TITLE_1] That was a true classic and it never gets old. A:Were you deeply moved by [MOVIE_TITLE_2] i was?",Yes. That was a great movie and I enjoyed watching it from start to finish.,[],[],[],[]
67," A:Hello I am looking for a movie trailer to decide if I want to see the movie. Can you assist? B:Actually I was looking for a movie. Can you assist me by any chance? A:will do my best..do you like tom hanks? B:I like [MOVIE_P_ACTOR_0] lot. A:What was the last movie of his did you see? B:Its been a while but I did see [MOVIE_TITLE_0] I think it came out last year A:Seems I recall that one, how about [MOVIE_TITLE_1] B:I loved [MOVIE_TITLE_1] That was a true classic and it never gets old. A:Were you deeply moved by [MOVIE_TITLE_2] i was? B:Yes. That was a great movie and I enjoyed watching it from start to finish. A:The opening scene was so realistic I was horrified,",It was really graphic and I was kind of surprised.,[],[],[],[]
68," A:Hello I am looking for a movie trailer to decide if I want to see the movie. Can you assist? B:Actually I was looking for a movie. Can you assist me by any chance? A:will do my best..do you like tom hanks? B:I like [MOVIE_P_ACTOR_0] lot. A:What was the last movie of his did you see? B:Its been a while but I did see [MOVIE_TITLE_0] I think it came out last year A:Seems I recall that one, how about [MOVIE_TITLE_1] B:I loved [MOVIE_TITLE_1] That was a true classic and it never gets old. A:Were you deeply moved by [MOVIE_TITLE_2] i was? B:Yes. That was a great movie and I enjoyed watching it from start to finish. A:The opening scene was so realistic I was horrified, B:It was really graphic and I was kind of surprised. A:did it seem realistic to you so much you felt the fear?",I did felt that at the start of the movie.,[],[],[],[]
69," A:Hello I am looking for a movie trailer to decide if I want to see the movie. Can you assist? B:Actually I was looking for a movie. Can you assist me by any chance? A:will do my best..do you like tom hanks? B:I like [MOVIE_P_ACTOR_0] lot. A:What was the last movie of his did you see? B:Its been a while but I did see [MOVIE_TITLE_0] I think it came out last year A:Seems I recall that one, how about [MOVIE_TITLE_1] B:I loved [MOVIE_TITLE_1] That was a true classic and it never gets old. A:Were you deeply moved by [MOVIE_TITLE_2] i was? B:Yes. That was a great movie and I enjoyed watching it from start to finish. A:The opening scene was so realistic I was horrified, B:It was really graphic and I was kind of surprised. A:did it seem realistic to you so much you felt the fear? B:I did felt that at the start of the movie. A:who was your favorite character?",[MOVIE_TITLE_3] Which movie do you recommend for me now with [MOVIE_P_ACTOR_0],[],[],[],['[MOVIE_TITLE_4]']
70, A:Hello how are you?,"I am looking for something to watch, preferably [MOVIE_GENRE_0] [MOVIE_GENRE_1] or [MOVIE_GENRE_2] if it is not too scary.","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_2]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_2]', '[MOVIE_GENRE_3]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]']","['[MOVIE_GENRE_3]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_4]', '[MOVIE_GENRE_3]']"
71," A:Hello how are you? B:I am looking for something to watch, preferably [MOVIE_GENRE_0] [MOVIE_GENRE_1] or [MOVIE_GENRE_2] if it is not too scary. A:[MOVIE_GENRE_3] films always scare me too. What kind of [MOVIE_GENRE_0] and [MOVIE_GENRE_1] movies do you like? Are you into [MOVIE_GENRE_0] movies with explosions or [MOVIE_GENRE_4] And are you into rom/com's or more traditional [MOVIE_GENRE_1]","[MOVIE_TITLE_0]s Wedding, [MOVIE_TITLE_1], [MOVIE_TITLE_2], [MOVIE_TITLE_3]","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_2]', '[MOVIE_GENRE_3]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_TITLE_3]', '[MOVIE_TITLE_2]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_2]', '[MOVIE_GENRE_3]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_TITLE_3]', '[MOVIE_TITLE_2]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_3]', '[MOVIE_TITLE_4]']","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_3]', '[MOVIE_TITLE_4]']","['[MOVIE_TITLE_14]', '[MOVIE_TITLE_15]', '[MOVIE_TITLE_0]', '[MOVIE_TITLE_3]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_4]']"
72," A:Hello how are you? B:I am looking for something to watch, preferably [MOVIE_GENRE_0] [MOVIE_GENRE_1] or [MOVIE_GENRE_2] if it is not too scary. A:[MOVIE_GENRE_3] films always scare me too. What kind of [MOVIE_GENRE_0] and [MOVIE_GENRE_1] movies do you like? Are you into [MOVIE_GENRE_0] movies with explosions or [MOVIE_GENRE_4] And are you into rom/com's or more traditional [MOVIE_GENRE_1] B:[MOVIE_TITLE_0]s Wedding, [MOVIE_TITLE_1], [MOVIE_TITLE_2], [MOVIE_TITLE_3] A:[MOVIE_TITLE_0] is one of my favorite movies! Have you ever seen any of the [MOVIE_TITLE_14] movies? They have a spin-off that came out this year called [MOVIE_TITLE_15]. Also, there is a new [MOVIE_TITLE_4] if you're looking for [MOVIE_GENRE_0] movies similar to [MOVIE_TITLE_3].",I have seen The Rock discussing it on some talk show a few weeks back. I don't know the franchise enough to know the storyline but I loved [MOVIE_TITLE_5],"['[MOVIE_GENRE_1]', '[MOVIE_GENRE_2]', '[MOVIE_GENRE_3]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_TITLE_2]', '[MOVIE_TITLE_4]']","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_2]', '[MOVIE_GENRE_3]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_TITLE_2]', '[MOVIE_TITLE_4]', '[MOVIE_GENRE_1]']",['[MOVIE_GENRE_1]'],"['[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_GENRE_1]']"
73," A:Hello how are you? B:I am looking for something to watch, preferably [MOVIE_GENRE_0] [MOVIE_GENRE_1] or [MOVIE_GENRE_2] if it is not too scary. A:[MOVIE_GENRE_3] films always scare me too. What kind of [MOVIE_GENRE_0] and [MOVIE_GENRE_1] movies do you like? Are you into [MOVIE_GENRE_0] movies with explosions or [MOVIE_GENRE_4] And are you into rom/com's or more traditional [MOVIE_GENRE_1] B:[MOVIE_TITLE_0]s Wedding, [MOVIE_TITLE_1], [MOVIE_TITLE_2], [MOVIE_TITLE_3] A:[MOVIE_TITLE_0] is one of my favorite movies! Have you ever seen any of the [MOVIE_TITLE_14] movies? They have a spin-off that came out this year called [MOVIE_TITLE_15]. Also, there is a new [MOVIE_TITLE_4] if you're looking for [MOVIE_GENRE_0] movies similar to [MOVIE_TITLE_3]. B:I have seen The Rock discussing it on some talk show a few weeks back. I don't know the franchise enough to know the storyline but I loved [MOVIE_TITLE_5] A:The spin-off is pretty loosely based off of the main movies so you could watch it and still be able to follow since it's mostly about fast cars and general [MOVIE_GENRE_0] movie elements. What kind of [MOVIE_GENRE_1] movies do you like besides [MOVIE_TITLE_1]s Wedding? Are you into satire, anything animated?",I usually don't do traditional [MOVIE_GENRE_1] but I have to say I LOVED  [MOVIE_TITLE_6].! [MOVIE_P_ACTOR_0] one of my favorites.,"['[MOVIE_GENRE_1]', '[MOVIE_GENRE_2]', '[MOVIE_GENRE_3]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_TITLE_2]', '[MOVIE_TITLE_4]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_P_ACTOR_0]']","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_2]', '[MOVIE_GENRE_3]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_TITLE_2]', '[MOVIE_TITLE_4]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_P_ACTOR_0]', '[MOVIE_P_ACTOR_0]']",['[MOVIE_P_ACTOR_0]'],"['[MOVIE_TITLE_7]', '[MOVIE_TITLE_6]', '[MOVIE_P_ACTOR_0]']"
74," A:Hello how are you? B:I am looking for something to watch, preferably [MOVIE_GENRE_0] [MOVIE_GENRE_1] or [MOVIE_GENRE_2] if it is not too scary. A:[MOVIE_GENRE_3] films always scare me too. What kind of [MOVIE_GENRE_0] and [MOVIE_GENRE_1] movies do you like? Are you into [MOVIE_GENRE_0] movies with explosions or [MOVIE_GENRE_4] And are you into rom/com's or more traditional [MOVIE_GENRE_1] B:[MOVIE_TITLE_0]s Wedding, [MOVIE_TITLE_1], [MOVIE_TITLE_2], [MOVIE_TITLE_3] A:[MOVIE_TITLE_0] is one of my favorite movies! Have you ever seen any of the [MOVIE_TITLE_14] movies? They have a spin-off that came out this year called [MOVIE_TITLE_15]. Also, there is a new [MOVIE_TITLE_4] if you're looking for [MOVIE_GENRE_0] movies similar to [MOVIE_TITLE_3]. B:I have seen The Rock discussing it on some talk show a few weeks back. I don't know the franchise enough to know the storyline but I loved [MOVIE_TITLE_5] A:The spin-off is pretty loosely based off of the main movies so you could watch it and still be able to follow since it's mostly about fast cars and general [MOVIE_GENRE_0] movie elements. What kind of [MOVIE_GENRE_1] movies do you like besides [MOVIE_TITLE_1]s Wedding? Are you into satire, anything animated? B:I usually don't do traditional [MOVIE_GENRE_1] but I have to say I LOVED  [MOVIE_TITLE_6].! [MOVIE_P_ACTOR_0] one of my favorites. A:[MOVIE_TITLE_6] was so [MOVIE_P_ACTOR_0] hilarious have you seen [MOVIE_TITLE_7]'s Home or Home 2?","My niece was JUST talking about that yesterday. She showed me a clip real quick and I am definitely going to check it out. Great choice, any other suggestions?","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_2]', '[MOVIE_GENRE_3]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_TITLE_2]', '[MOVIE_TITLE_4]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]']","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_2]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_TITLE_2]', '[MOVIE_TITLE_4]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_2]']",[],"['[MOVIE_GENRE_2]', '[MOVIE_TITLE_8]']"
75," A:Hello how are you? B:I am looking for something to watch, preferably [MOVIE_GENRE_0] [MOVIE_GENRE_1] or [MOVIE_GENRE_2] if it is not too scary. A:[MOVIE_GENRE_3] films always scare me too. What kind of [MOVIE_GENRE_0] and [MOVIE_GENRE_1] movies do you like? Are you into [MOVIE_GENRE_0] movies with explosions or [MOVIE_GENRE_4] And are you into rom/com's or more traditional [MOVIE_GENRE_1] B:[MOVIE_TITLE_0]s Wedding, [MOVIE_TITLE_1], [MOVIE_TITLE_2], [MOVIE_TITLE_3] A:[MOVIE_TITLE_0] is one of my favorite movies! Have you ever seen any of the [MOVIE_TITLE_14] movies? They have a spin-off that came out this year called [MOVIE_TITLE_15]. Also, there is a new [MOVIE_TITLE_4] if you're looking for [MOVIE_GENRE_0] movies similar to [MOVIE_TITLE_3]. B:I have seen The Rock discussing it on some talk show a few weeks back. I don't know the franchise enough to know the storyline but I loved [MOVIE_TITLE_5] A:The spin-off is pretty loosely based off of the main movies so you could watch it and still be able to follow since it's mostly about fast cars and general [MOVIE_GENRE_0] movie elements. What kind of [MOVIE_GENRE_1] movies do you like besides [MOVIE_TITLE_1]s Wedding? Are you into satire, anything animated? B:I usually don't do traditional [MOVIE_GENRE_1] but I have to say I LOVED  [MOVIE_TITLE_6].! [MOVIE_P_ACTOR_0] one of my favorites. A:[MOVIE_TITLE_6] was so [MOVIE_P_ACTOR_0] hilarious have you seen [MOVIE_TITLE_7]'s Home or Home 2? B:My niece was JUST talking about that yesterday. She showed me a clip real quick and I am definitely going to check it out. Great choice, any other suggestions? A:Hmm as far as [MOVIE_GENRE_2] have you seen [MOVIE_TITLE_8]? That one seemed to have a lot of hype. It was not too scary but had a good amount of jump scares without the gore",I think I have heard of it but don't know the story. Based on what you said that would be a no. I am thinking more Mission Impossible or [MOVIE_TITLE_9].,"['[MOVIE_GENRE_1]', '[MOVIE_GENRE_2]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_TITLE_2]', '[MOVIE_TITLE_4]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_2]', '[MOVIE_TITLE_9]']","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_2]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_TITLE_2]', '[MOVIE_TITLE_4]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_2]', '[MOVIE_TITLE_9]', '[MOVIE_TITLE_10]']",['[MOVIE_TITLE_10]'],"['[MOVIE_P_ACTOR_1]', '[MOVIE_TITLE_10]']"
